id,game_id,question_text,question_type,options,answer,created_at,source,points,image_path_1,image_path_2,image_path_3,image_path_4,approved
9ba1a227-e727-40d9-a7da-16d7afd624a8,,Based on History of ZAOGA Forward In Faith: God or money? What did God say to Ezekiel after praying about what a certain man had said and request to work under him?,structured,,"If you want to work under this man, you may do so, but I will not be with you, I will take my anointing from you.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 47,4,,,,,1
a142d84b-6c95-4909-b2b6-ce63fb313b8e,,Can you name these books?,picture,,A Wise Woman and Prayer of A Righteous Man Avails Much and the Longest Recorded Prayer of Jesus,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/69P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/35P_cleanup.jpeg,,,1
a3c27f95-ac38-4568-b45c-038333d1a9f1,,Can you name the titles of these books,picture,,History of ZAOGA Forward in Faith: The Book of Remembrerance How it Began and Where it is Going and What Every Good Leader Should Know,2026-04-25 17:44:46.373466+00,,3,https://fifmeadmin.online/quiz_image_uploads/20P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/65P_cleanup.jpg,,,1
a734f104-a5d6-4dc7-ac48-bc125ccf1b28,,Based on History of ZAOGA Forward In Faith: How did Ezekiel support himself in Bindura?,multiple_choice,"{""A"":""by preaching"",""B"":""Carpentry work"",""C"":""church members ministered to him"",""D"":""by believing God""}",B,2024-10-19 15:05:41+00,History of ZAOGA Forward In Faith - Page 31,2,,,,,1
a76c0719-e95b-4133-b89e-54b630a04f8f,,Based on History of ZAOGA Forward In Faith: What was the name given to the ministers who went to countries outside Zimbabwe with the gospel in 1991?,multiple_choice,"{""A"":""Gospel Train"",""B"":""Foreign Messengers"",""C"":""EGEA"",""D"":""Missionary Workers""}",B,2024-10-19 15:20:05+00,History of ZAOGA Forward In Faith - Page 105,2,,,,,1
a7899432-f660-4244-a784-614ef7776588,,What was the first ordation that was done among the 3 Apostles as they lead the church,multiple_choice,"{""A"":""All 3 Apostles were ordained as Bishops"",""B"":""Apostle Dr. Joseph Joe Guti was ordained 'Presiding Bishop'"",""C"":""Apostle Dr. Joseph Joe Guti was ordained 'Presiding ArchBishop'"",""D"":""There is yet to be any ordination""}",B,2024-10-24 06:39:58+00,Current church affairs (2024),2,,,,,1
aaf66490-b37b-4e74-9221-4c46dca6884c,,Can you name the titles for these books,picture,,Tithes (Prosperity through obidience in tithing) and Guidance and Examples of a Praying Church,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/59P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/17P_cleanup.jpeg,,,1
ae19a5ff-57b0-46b1-ac79-2442e780e704,,Based on History of ZAOGA Forward In Faith: God or money? What did a certain man say to Baba Guti when he was at school towards the end of the year?,structured,,Work under me so that I may help you in all your work and the building of churches in your country. I will also give you many buses.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 47,4,,,,,1
ae5f1295-42a8-4316-866f-1dcbb57c1d38,,Based on History of ZAOGA Forward In Faith: God or money? What did God say to Ezekiel after he had presented his case before God that he needed the money to pay the workers God had given him?,structured,,"If you humble yourself and obey me, I will be your money.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 47,4,,,,,1
b04a4484-5fa7-498e-93de-73e279372d6b,,Based on African Apostle: Who was initially allocated the plot/stand where the Highfield Revival Centre is located?,multiple_choice,"{""A"":""The Salvation Army"",""B"":""The Catholic Church"",""C"":""The Apostolic Sect"",""D"":""The Missionary""}",B,2024-10-19 15:09:59+00,African Apostle - Page 84,2,,,,,1
b0f88556-855e-4ba9-9c79-8a927742fcc4,,Based on History of ZAOGA Forward In Faith: What is the full name of ZAOGA Bible School and how many students were in the first-ever class?,structured,,AMFCC - Africa Multination For Christ College. The class had 21 students.,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 56,4,,,,,1
b2604ec0-5853-4b29-a932-b1a4833f28a6,,Based on History of ZAOGA Forward In Faith: Name two ladies who ministered to Baba Guti with food during the time of hunger in the early days of ministry in Bindura?,structured,,"During the time of hunger, God raised three women who had been saved to give me food at the right time. These women were Mrs. Rembo and Mrs. Soza.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 33,4,,,,,1
b4684b2f-a434-4719-b55f-4821bc565a2d,,Based on African Apostle: What did the Angel do when it appeared again to Ezekiel Guti in the Vumba Hills?,multiple_choice,"{""A"":""He simply said, 'Fear not, Sin not'"",""B"":""He simply raised and lowered his arm to his side"",""C"":""He sang sweet thick music"",""D"":""He showed him the stars of the sky""}",B,2024-10-13 02:26:58+00,African Apostle - Page 27,2,,,,,1
bc5b924d-5d26-4c47-af72-c7a15a78372d,,Based on History of ZAOGA Forward In Faith: Where did God reveal himself to Ezekiel when he had spent four weeks of prayer and fasting?,multiple_choice,"{""A"":""Vumba"",""B"":""Ngaone"",""C"":""Bindura"",""D"":""Cottage 563""}",A,2024-10-19 13:39:30+00,History of ZAOGA Forward In Faith - Page 23,2,,,,,1
bf920dcb-64b2-4067-b645-ab150df4e92d,,"According to Article 18.19, what events are supposed to be on the calendar in the fifth month of the year and what are the two things the church is supposed to do?",structured,,Every May shall be the Anniversary of Forward In Faith and the Birthday of the Founder. The church shall arrange for the feast and the Book of Remembrance shall be read,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 18 Article 18.19",4,,,,,1
c2ee501c-54ef-4631-9f17-c670fb404b73,,Based on History of ZAOGA Forward In Faith: What did God say to Ezekiel after the Jericho march in Highfield in 1966?,structured,,"After walking around it the Lord said to me 'Now start the work, I have given you Highfield'",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 38,4,,,,,1
c6be201b-44aa-420c-985f-c6c44abe2215,,Based on History of ZAOGA Forward In Faith: After how many years and in which year was the prophecy to preach in Jerusalem fulfilled in the life of Baba Guti?,multiple_choice,"{""A"":""After 30 years in 1993"",""B"":""After 20 years in 1993"",""C"":""After 50 years in 1983"",""D"":""After 30 years in 1983""}",A,2024-10-19 15:20:05+00,History of ZAOGA Forward In Faith - Page 109,2,,,,,1
c77512d1-999a-44a7-a6cf-4f7877a8f104,,How many students did the first AMFCC class have,multiple_choice,"{""A"":""21"",""B"":""33"",""C"":""19"",""D"":""28""}",A,2024-10-24 09:43:38+00,"New African Apostle, page 59",2,,,,,1
ca05bb42-5c3c-4dc8-8de4-bec76a17cb42,,"Based on History of ZAOGA Forward In Faith:How has the church withstood hardships, trials and persecution and the attacks of the enemy?",multiple_choice,"{""A"":""through prayer"",""B"":""through help from other churches"",""C"":""through intensive prayer and fasting"",""D"":""No one really knows""}",C,2024-10-13 02:26:58+00,History of ZAOGA Forward In Faith - Page 10,2,,,,,1
cdda8f71-e954-49f0-9d09-53f3f7b36020,,"According to New African Apostle, what makes the ministry unique?",multiple_choice,"{""A"":""We follow a man who met God before meeting a preacher"",""B"":""We preach the full gospel of Jesus Christ followed by signs and wonders"",""C"":""We teach talents and giving"",""D"":""We train our Pastors at AMFCC""}",B,2024-10-24 09:52:27+00,"New African Apostl, page 85",2,,,,,1
ceb3cab6-abca-4b87-b3c5-5707af5823ad,,Based on Talents Matarenda: Name 5 benefits of working talents as mentioned in the book?,structured,,"1. Ability to control the dollar and discipline on buying, 2. Skills to run business properly, 3. Teaches us to make extra money, 4. Self-reliant, 5. Improves standard of living.",2026-04-25 18:40:37.554245+00,Talents Matarenda - Pages 33-34,4,,,,,1
cf9518bc-886d-49ae-844b-7423c8a5fbb4,,"Name these buildings, locations and key activities there?",picture,,Mbuya Dorcas Hospital (Harare and healing/medicals) and AMFCC (Harare and Training of Pastors),2026-04-25 17:44:46.373466+00,General Knowledge,3,https://fifmeadmin.online/quiz_image_uploads/MbuyaD.png,https://fifmeadmin.online/quiz_image_uploads/Amfcc3.png,,,1
d0072c77-ed5f-43ce-8ee1-4fb010d952b6,,"Based on History of ZAOGA Forward In Faith: What is the name of the place where Believers from Bindura, Highfield, Mhondoro, etc., would gather during the liberation struggle?",structured,,Bhobho (a farm near Harare) along Old Kadoma Road,2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 46,4,,,,,1
d5a5187f-ce2b-450c-9776-b016fe3341b4,,For how long did Baba carry the vision of AMFCC before it was birthed,multiple_choice,"{""A"":""10 years"",""B"":""12 years"",""C"":""8 years"",""D"":""7 and 1/2 years""}",A,2024-10-24 06:46:41+00,New African Apostle page 59,2,,,,,1
d5bd152e-f6eb-4bb2-aad8-c4cc92b11dbc,,Based on History of ZAOGA Forward In Faith:When (week and month of the year) are we instructed to read the book in ZAOGA churches?,multiple_choice,"{""A"":""3rd Sunday of May"",""B"":""4th Sunday of May"",""C"":""2nd Sunday of May"",""D"":""1st Sunday of May""}",C,2024-10-13 02:26:58+00,History of ZAOGA Forward In Faith - Page 7,2,,,,,1
d900b952-d1d7-46f4-ab1f-ea2b920c5e25,,"d,mmf ",picture,,dim,2026-04-27 00:35:34.936642+00,,2,https://myjtpbacjtanlqcqqsyk.supabase.co/storage/v1/object/public/question-images/picture_questions/1777250132781_AA.PNG,,,,0
db8a7f36-24c1-4ee2-80f6-ead91607a53b,,"According to Article 34 on Counselling, what is considered an offence?",structured,,It is an offence to counsel a person of the opposite sex behind closed doors,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 28 Article 34",4,,,,,1
dfd87fb7-f976-4135-8f71-efb2e189e5c1,,Based on African Apostle: How did Baba Guti get a bicycle (circa 1956) to preach the gospel?,multiple_choice,"{""A"":""Was bought for him by a friend"",""B"":""He won a cycling race"",""C"":""Was given to him as a performance bonus by his employers"",""D"":""Donated by a well-wisher who was impressed by his preaching""}",B,2024-10-19 15:20:05+00,African Apostle - Page 51,2,,,,,1
e1434963-7719-454b-8282-98ff0bf5dcbd,,As a church which scripture best discribes the continuity of the church and the legacy taught by our Father,multiple_choice,"{""A"":""Phillipians 4 v 9"",""B"":""2 corinthians 4 v 9"",""C"":""Galatians 4 v 9"",""D"":""Ephisians 4 v 9""}",A,2024-10-24 09:39:02+00,0,2,,,,,1
e7d99e03-1d23-4c29-9fd5-f2fb2f8a493d,,Based on Various: Name any 3 significant historic moments that happened in the church or the life of Ezekiel when he was between the ages of 47 and 57 years (inclusive).,structured,,"1968 at 45: Building Highfield Revival Centre, 1-2 Lunch ministry started. 1971 at 48: Departure for the USA to train in Bible school. 1980 at 57: 12 blind men receive their sight in one day at Highfield Revival Centre.",2026-04-25 18:40:37.554245+00,Various Sources,4,,,,,1
e8ae5854-588f-4319-9448-06421c063d59,,How many people were people were in the room at cottage 593 when Ezekiel Guti was caught up in the spirit and how many appear bright shinning light,multiple_choice,"{""A"":""They were 2 and 3 men who were glittering appeared"",""B"":""They were 3 and 3 men who were glittering appeared"",""C"":""It was only baba and 3 men who were glittering appeared"",""D"":""They were 2 people and 2 men who were glittering appeared""}",A,2024-10-24 09:18:21+00,New African Apostle psgr 22-23,2,,,,,1
e9035d71-383a-42ce-ae2b-c6ffc7b06dd3,,Based on History of ZAOGA Forward In Faith: What are the names of the women who would provide food to Baba Guti earlier on in the ministry?,multiple_choice,"{""A"":""Mrs Soza and Mrs Ngoma"",""B"":""Mrs Rembo and Mrs Ngoma"",""C"":""Mrs. Soza and Mrs Rembo"",""D"":""Mrs Sithole (later Mai Guti) and Mrs Rembo""}",C,2024-10-19 15:20:05+00,History of ZAOGA Forward In Faith - Page 33,2,,,,,1
e92f3ac4-fa77-45ff-bd03-8e97cf762b40,,Name the titles of these books?,picture,,Does You Marriage Look Like This and ZAOGA FIF Single Women Ministry Guidelines,2026-04-25 17:44:46.373466+00,EGEA,3,https://fifmeadmin.online/quiz_image_uploads/11P_cleanup.jpg,https://fifmeadmin.online/quiz_image_uploads/74P_cleanup.jpg,,,1
e9497399-08fc-4677-aa17-d34043fcd75b,,"Based on FIF Guidance, Rules & Policy: According to Article 13, who is supposed to attend Workers Fellowships?",multiple_choice,"{""A"":""Pastors and Elders"",""B"":""Pastors, elders and deacons"",""C"":""All pastors, elders, deacons, heads of ministries and church secretaries"",""D"":""All pastors, elders, deacons, heads of ministries church secretaries and anyone who feels they are ready to lead""}",C,2024-10-19 13:39:30+00,"FIF Guidance, Rules & Policy - Page 12 Article 13.1",2,,,,,1
ed01330f-9739-4175-ad73-513828175b55,,"Based on FIF Guidance, Rules & Policy: Which statement is true regarding members of the Finance committee?",multiple_choice,"{""A"":""The term of office for Finance Committee members shall be two years. They shall be eligible for re elections"",""B"":""The term of office for Finance Committee members shall be three years. They shall be eligible for re elections"",""C"":""The term of office for Finance Committee members shall be three years. They shall not be eligible for re elections"",""D"":""The term of office for Finance Committee members shall be two years. They shall not be eligible for re elections""}",B,2024-10-19 15:20:05+00,"FIF Guidance, Rules & Policy - Page 21 Article 20.2.2",2,,,,,1
ed7baed3-438b-4446-8aee-eabedd267e03,,"Name these buidling, where they are located and key activity",picture,,Zimbabwe Ezekiel Guti University (Bindura and university studies) and Church Head Quarters (Harare and Church Administration),2026-04-25 17:44:46.373466+00,General Knowledge,3,https://fifmeadmin.online/quiz_image_uploads/2zegu.png,https://fifmeadmin.online/quiz_image_uploads/HQblank.png,,,1
eef5bc90-f4cf-442d-b469-ef7386f0e297,,Based on History of ZAOGA Forward In Faith: What is ZAOGA FIF (include 3 aspects)?,structured,,"ZAOGA FIF is the sacred ministry of God started in Zimbabwe, which was believed and accepted by Zimbabweans, and has spread in many countries even overseas.",2026-04-25 18:40:37.554245+00,History of ZAOGA Forward In Faith - Page 15,4,,,,,1
ef2afbc0-3cd4-4489-8f1d-954fe5c52d05,,"Based on FIF Guidance, Rules & Policy: What does the only guidance under Article 8 regarding meetings say?",structured,,No Person shall conduct private or secret business or devotional meetings without the consent and knowledge of the pastor and board of elders,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 9, Article 8",4,,,,,1
f158142d-f7cc-464f-9747-7c098583d60e,,Based on Various: Name any 2 significant historic moments that happened in the church or the life of Ezekiel when he was between the ages of 32 and 37 years (inclusive).,structured,,"1955 at 32: God would wake Ezekiel to pray between 3-4 am. 1956 at 33: Purchase of Cottage 593, Read the whole Bible verse by verse. 1957 at 34: God tells Guti about going abroad for training, Prayer for Africa, Appearing of the Lord in the room. 1958 at 35: Tent preaching and healing of a woman seriously ill. 1960 at 37: God commands Ezekiel to go to Bindura, beginning of the ministry on 12 May.",2026-04-25 18:40:37.554245+00,Various Sources,4,,,,,1
f5d19dd1-fb0b-4c96-92bc-c79f9de4131a,,Based on History of ZAOGA Forward In Faith: Who was the first person to be taught talents so that he/she may teach others?,multiple_choice,"{""A"":""Eunor Sithole (Amai Guti)"",""B"":""Priscilla Ngoma"",""C"":""Mrs Rembo"",""D"":""Mrs Soza""}",B,2024-10-19 15:20:05+00,History of ZAOGA Forward In Faith - Page 49,2,,,,,1
f6cb8af4-77e1-44ee-96b1-bae1eaf2c96d,,Based on History of ZAOGA Forward In Faith: Which of the following happened on how the church started in other big cities?,multiple_choice,"{""A"":""Staying with believers, sleeping in open space"",""B"":""Staying in hostel, staying with drunkards, sleeping in a car and sending a Pastor to some location"",""C"":""Staying in abandoned home, sleeping on the kitchen floor"",""D"":""invited by strangers to their home, sending Pastors to other locations""}",B,2024-10-19 15:09:59+00,History of ZAOGA Forward In Faith - Page 42,2,,,,,1
fbd95855-78b5-4a9a-9d1b-a327a770afd2,,"Based on FIF Guidance, Rules & Policy: According to Article 2 name any two points stated as the purpose of the local assembly?",structured,,1. To fulfill the Commission of the Lord Jesus Christ Matthew 28 verse 19. 2. To go into the world and preach the gospel to every creature.,2026-04-25 18:40:37.554245+00,"FIF Guidance, Rules & Policy - Page 4",4,,,,,1
fe50d521-8493-4bf0-b524-7043dcdce49a,,Based on History of ZAOGA Forward In Faith: Which word did Ezekiel Guti hear as he was seeking God in the bush?,multiple_choice,"{""A"":""instruction to go to America to study"",""B"":""working of talents"",""C"":""Fear not, sin not"",""D"":""instruction to read the entire bible""}",C,2024-10-19 13:39:30+00,History of ZAOGA Forward In Faith - Page 22,2,,,,,1
ffe6a48c-a897-4ed7-bcf8-af98039d47b2,,Based on Various: Name any 2 significant historic moments that happened in the church or the life of Ezekiel when he was between the ages of 24 and 30 years (inclusive).,structured,,"1947 at 24: Meeting with Enoch Gwanzura, the man who baptized him in water. 1948 at 25: Saw visions of the second coming of Christ, Baptism in the Holy Spirit. 1949 at 26: Began preaching at Rhodesia Force Club. 1950-51 at 27: God lights paths on the dark. 1953 at 30: Fired and reinstated the morrow. God tells Ezekiel, 'I have taken your hand to heal'.",2026-04-25 18:40:37.554245+00,Various Sources,4,,,,,1
